##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	19ANBe21D0042PfFxxx0_S40_L001_R1.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	14292
Sequences flagged as poor quality	0
Sequence length	35-251
%GC	41
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.401133501259444	33.0	32.0	34.0	32.0	34.0
2	32.64819479429051	33.0	33.0	34.0	32.0	35.0
3	32.83095438007277	34.0	33.0	34.0	32.0	35.0
4	32.91498740554156	34.0	33.0	34.0	32.0	35.0
5	32.855443604813885	34.0	33.0	34.0	32.0	35.0
6	35.677651833193394	37.0	37.0	37.0	34.0	37.0
7	35.72439126784215	37.0	37.0	37.0	34.0	37.0
8	35.68513853904282	37.0	37.0	37.0	34.0	37.0
9	35.619857262804366	37.0	37.0	37.0	34.0	37.0
10-14	36.12415337251609	37.4	37.4	37.4	35.4	37.4
15-19	36.93581024349287	38.0	38.0	38.0	37.0	38.0
20-24	37.266330814441645	38.4	38.4	38.4	37.6	38.4
25-29	37.69150573747551	39.0	38.8	39.0	37.2	39.0
30-34	37.68261964735517	39.0	38.8	39.0	37.4	39.0
35-39	38.241129337096034	39.0	39.0	39.0	38.0	39.0
40-44	38.29476641715481	39.0	39.0	39.0	38.0	39.0
45-49	38.34957501009841	39.0	39.0	39.0	38.0	39.0
50-54	38.301607312568805	39.0	39.0	39.0	38.0	39.0
55-59	38.289592223475445	39.0	38.8	39.0	37.4	39.4
60-64	38.32102256872329	39.0	38.8	39.0	37.8	39.2
65-69	38.253311296123016	39.0	38.8	39.0	37.6	39.0
70-74	38.25732749888888	39.0	39.0	39.0	37.8	39.0
75-79	38.23917425818219	39.0	39.0	39.0	38.0	39.0
80-84	38.28862681476886	39.0	39.0	39.0	38.0	39.0
85-89	38.21177277796216	39.0	38.6	39.0	37.6	39.0
90-94	38.20554409726548	39.0	38.8	39.0	37.8	39.0
95-99	38.24338471558846	39.0	39.0	39.0	38.0	39.0
100-104	38.23300153965137	39.0	39.0	39.0	38.0	39.0
105-109	38.246615735640844	39.0	39.0	39.0	38.0	39.0
110-114	38.23827772761054	39.0	39.0	39.0	38.0	39.0
115-119	38.25506896725558	39.0	39.0	39.0	38.0	39.0
120-124	38.146902718679385	39.0	38.6	39.0	37.8	39.0
125-129	38.204182235257846	39.0	38.8	39.0	38.0	39.0
130-134	38.14762606508238	39.0	38.8	39.0	38.0	39.0
135-139	38.09770778436333	39.0	38.6	39.0	37.8	39.0
140-144	38.04704409773309	39.0	38.4	39.0	37.8	39.0
145-149	37.97622167986269	39.0	38.2	39.0	37.6	39.0
150-154	37.76474949489456	39.0	38.0	39.0	37.0	39.0
155-159	37.58668325410936	39.0	38.0	39.0	36.6	39.0
160-164	37.38636130785687	39.0	38.0	39.0	35.2	39.0
165-169	36.923117993379506	39.0	38.0	39.0	33.0	39.0
170-174	36.63790695873074	39.0	37.4	39.0	31.2	39.0
175-179	36.33997726643366	39.0	37.0	39.0	30.2	39.0
180-184	36.361405106207144	39.0	37.6	39.0	30.8	39.0
185-189	36.498889787728864	39.0	38.0	39.0	31.4	39.0
190-194	36.72724472960023	39.0	38.0	39.0	33.6	39.0
195-199	37.00735994780216	39.0	38.0	39.0	35.2	39.0
200-204	37.0917547659922	39.0	38.0	39.0	36.4	39.0
205-209	36.87844126483331	39.0	38.0	39.0	35.2	39.0
210-214	36.80820350781799	38.8	38.0	39.0	34.4	39.0
215-219	36.65493350803784	38.0	37.6	39.0	33.8	39.0
220-224	36.360628392030684	38.0	37.0	39.0	33.2	39.0
225-229	36.1059305682176	38.0	37.0	39.0	32.6	39.0
230-234	35.89214613579135	38.0	37.0	38.8	31.0	39.0
235-239	35.38977650658173	37.8	37.0	38.0	26.6	39.0
240-244	35.09513671141978	37.2	37.0	38.0	25.6	39.0
245-249	34.79764500281837	37.0	37.0	38.0	24.6	38.4
250-251	33.20401502243504	37.0	32.0	38.0	19.0	38.5
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
32	127.0
33	139.0
34	221.0
35	314.0
36	680.0
37	4049.0
38	8204.0
>>END_MODULE
>>Per base sequence content	fail
#Base	G	A	T	C
1	38.38088445078459	22.68188302425107	14.350927246790299	24.586305278174038
2	14.165477888730384	23.459343794579173	40.791726105563484	21.58345221112696
3	17.5962910128388	27.574893009985736	32.07560627674751	22.75320970042796
4	11.176890156918688	19.529243937232525	41.526390870185445	27.767475035663335
5	12.004279600570614	38.1811697574893	38.13837375178316	11.676176890156919
6	27.83166904422254	42.28958630527818	19.300998573466476	10.57774607703281
7	24.05135520684736	34.04422253922967	25.984308131241086	15.920114122681884
8	22.232524964336662	39.39372325249643	22.439372325249643	15.934379457917261
9	24.165477888730386	18.281027104136946	24.27960057061341	33.27389443651926
10-14	22.141226818830244	26.067047075606276	31.286733238231097	20.504992867332383
15-19	20.30385164051355	30.426533523537802	29.18972895863053	20.07988587731812
20-24	20.740370898716122	29.48644793152639	29.94864479315264	19.82453637660485
25-29	20.236804564907278	29.524964336661913	29.860199714693298	20.378031383737518
30-34	20.40085592011412	29.580599144079883	29.748930099857347	20.269614835948644
35-39	19.991602600298254	29.587803500846977	29.901982075895116	20.51861182295965
40-44	20.48695758166748	29.458191126279864	29.712640175524136	20.34221111652852
45-49	20.60642265527875	29.092464924035717	29.410530054733037	20.8905823659525
50-54	20.55980254362209	29.71272839463851	29.46590792225155	20.261561139487846
55-59	20.576334208223972	29.235928842228056	29.574948964712743	20.61278798483523
60-64	20.65491183879093	29.4944642961748	29.201569913889053	20.649053951145216
65-69	20.537111616551552	29.472278446674878	28.942261544561067	21.048348392212507
70-74	20.99926294865209	29.07779241953856	28.631094632926096	21.291849998883254
75-79	21.001530514635547	28.65171226324852	28.976946623302087	21.369810598813853
80-84	20.873277603088173	29.10243628090089	28.75731779021909	21.266968325791854
85-89	21.054076310732913	28.94592368926709	28.685149601976395	21.31485039802361
90-94	21.336563460174897	29.15386433467265	28.125738596076577	21.383833609075868
95-99	20.764040672811937	29.319902435933987	28.48047134847477	21.435585542779307
100-104	21.25270562770563	29.153138528138527	28.351596320346324	21.242559523809522
105-109	21.330482988514078	28.65321207290119	29.015544041450774	21.000760897133954
110-114	21.26392326732673	28.558168316831683	28.71287128712871	21.465037128712872
115-119	20.94943240454076	29.139318885448915	28.363261093911245	21.54798761609907
120-124	21.286823072852354	28.624977950255776	28.82342564826248	21.26477332862939
125-129	22.035423375639326	28.504451600681946	28.40026520174275	21.059859821935973
130-134	21.230894226374854	29.330218859493222	27.88300411313665	21.555882800995278
135-139	21.63902226102139	28.764731558271496	28.28459188127455	21.31165429943256
140-144	20.441210983337243	29.030743956817652	28.209340530391923	22.31870452945318
145-149	21.51545869234668	29.270146984287887	27.179422199695896	22.03497212366954
150-154	20.663558348537066	29.718224204338128	28.13027907291033	21.487938374214473
155-159	21.059478210594783	28.922454289224543	27.6794102767941	22.33865722338657
160-164	21.476510067114095	28.974774357787545	27.70963511532824	21.839080459770116
165-169	21.0	29.462809917355372	27.84297520661157	21.694214876033058
170-174	20.582213122051098	29.190777174396864	28.318347725451794	21.90866197810024
175-179	21.102842968899065	28.210265216561726	29.51726769700439	21.16962411753482
180-184	20.00819168543928	28.599221789883266	29.612942862994064	21.779643661683394
185-189	21.01896779885311	29.09131010145567	27.5363917071019	22.353330392589324
190-194	19.868482855800845	29.203851573508686	28.957256928135273	21.97040864255519
195-199	20.16290726817043	28.29573934837093	27.93233082706767	23.609022556390975
200-204	20.896933675536943	27.934621099554235	28.70457922463866	22.463866000270162
205-209	20.201724894021343	28.72387077912586	28.5192223359158	22.555181990936997
210-214	21.123454858394616	29.964011891722738	27.24143326552965	21.671099984352995
215-219	21.000834028356962	27.289407839866552	29.057547956630525	22.652210175145953
220-224	21.019108280254777	28.16702052370842	28.768577494692142	22.045293701344658
225-229	21.42586272279105	28.081152825180126	28.57413727720895	21.918847174819874
230-234	21.024913915333197	27.2635203564918	28.134494632367833	23.57707109580717
235-239	19.834890288941995	29.241798826852055	28.394525309580708	22.528785574625246
240-244	20.05099675475197	28.882707464070467	27.723690310616593	23.342605470560965
245-249	21.334656412800793	29.149094517489456	28.00793847680476	21.508310592904987
250-251	23.505323505323506	33.824733824733826	30.794430794430795	11.875511875511876
>>END_MODULE
>>Per sequence GC content	fail
#GC Content	Count
0	272.0
1	136.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.5
11	1.0
12	1.0
13	1.0
14	2.0
15	3.5
16	4.5
17	5.5
18	15.333333333333334
19	28.5
20	38.333333333333336
21	54.5
22	72.0
23	95.83333333333333
24	136.83333333333331
25	178.83333333333334
26	226.5
27	278.3333333333333
28	341.66666666666663
29	435.9999999999999
30	523.8333333333331
31	573.1666666666667
32	628.5000000000002
33	709.3333333333338
34	735.8333333333344
35	742.333333333334
36	775.1666666666673
37	783.1666666666673
38	765.5000000000008
39	772.5000000000011
40	727.0000000000006
41	667.0000000000002
42	674.166666666667
43	672.6666666666667
44	656.8333333333335
45	640.1666666666672
46	594.6666666666663
47	542.9999999999992
48	508.4999999999995
49	501.9999999999993
50	525.1666666666658
51	515.9999999999991
52	443.4999999999996
53	346.1666666666667
54	313.0
55	264.3333333333335
56	229.33333333333337
57	206.33333333333337
58	172.0
59	142.33333333333334
60	104.16666666666666
61	79.83333333333333
62	67.33333333333334
63	58.833333333333336
64	50.333333333333336
65	33.666666666666664
66	16.166666666666668
67	8.0
68	8.333333333333332
69	6.166666666666666
70	6.166666666666666
71	7.333333333333333
72	7.0
73	6.333333333333334
74	3.5
75	1.3333333333333333
76	0.3333333333333333
77	0.0
78	0.0
79	0.0
80	0.0
81	0.0
82	0.0
83	0.0
84	0.3333333333333333
85	0.0
86	0.5
87	0.5
88	1.0
89	1.3333333333333333
90	0.3333333333333333
91	0.0
92	0.3333333333333333
93	0.6666666666666666
94	0.0
95	0.0
96	0.0
97	0.0
98	0.3333333333333333
99	0.0
100	0.0
>>END_MODULE
>>Per base N content	pass
#Base	N-Count
1	1.9031626084522808
2	1.9031626084522808
3	1.9031626084522808
4	1.9031626084522808
5	1.9031626084522808
6	1.9031626084522808
7	1.9031626084522808
8	1.9031626084522808
9	1.9031626084522808
10-14	1.9031626084522808
15-19	1.9031626084522808
20-24	1.9031626084522808
25-29	1.9031626084522808
30-34	1.9031626084522808
35-39	0.3922643169264937
40-44	0.0
45-49	0.0
50-54	0.0
55-59	0.0
60-64	0.0
65-69	0.0
70-74	0.0
75-79	0.0
80-84	0.0
85-89	0.0
90-94	0.0
95-99	0.0
100-104	0.0
105-109	0.0
110-114	0.0
115-119	0.0
120-124	0.0
125-129	0.0
130-134	0.0
135-139	0.0
140-144	0.0
145-149	0.0
150-154	0.0
155-159	0.0
160-164	0.0
165-169	0.0
170-174	0.0
175-179	0.0
180-184	0.0
185-189	0.0
190-194	0.0
195-199	0.0
200-204	0.0
205-209	0.0
210-214	0.0
215-219	0.0
220-224	0.0
225-229	0.0
230-234	0.0
235-239	0.0
240-244	0.0
245-249	0.0
250-251	0.0
>>END_MODULE
>>Sequence Length Distribution	warn
#Length	Count
35-39	859.0
40-44	760.0
45-49	727.0
50-54	691.0
55-59	735.0
60-64	683.0
65-69	631.0
70-74	610.0
75-79	558.0
80-84	538.0
85-89	519.0
90-94	501.0
95-99	418.0
100-104	388.0
105-109	375.0
110-114	335.0
115-119	301.0
120-124	316.0
125-129	299.0
130-134	275.0
135-139	262.0
140-144	271.0
145-149	211.0
150-154	185.0
155-159	187.0
160-164	164.0
165-169	182.0
170-174	155.0
175-179	147.0
180-184	143.0
185-189	119.0
190-194	106.0
195-199	115.0
200-204	108.0
205-209	107.0
210-214	81.0
215-219	72.0
220-224	73.0
225-229	67.0
230-234	77.0
235-239	57.0
240-244	51.0
245-249	135.0
250-252	698.0
>>END_MODULE
>>Sequence Duplication Levels	pass
#Total Deduplicated Percentage	84.09599776098517
#Duplication Level	Percentage of deduplicated	Percentage of total
1	91.1639903486147	76.66526728239575
2	5.682669107246859	9.55779457038903
3	1.4726682752308844	3.71536523929471
4	0.6988934187536401	2.3509655751469354
5	0.3161660703885515	1.329415057374755
6	0.18304351443547717	0.9235936188077246
7	0.11648223645894001	0.6856982927511894
8	0.13312255595307432	0.8956059333893087
9	0.08320159747067143	0.6297229219143577
>10	0.14144271570014144	1.343408900083963
>50	0.0	0.0
>100	0.008320159747067145	1.9031626084522808
>500	0.0	0.0
>1k	0.0	0.0
>5k	0.0	0.0
>10k+	0.0	0.0
>>END_MODULE
>>Overrepresented sequences	fail
#Sequence	Count	Percentage	Possible Source
NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	272	1.9031626084522808	No Hit
>>END_MODULE
>>Adapter Content	pass
#Position	Illumina Universal Adapter	Illumina Small RNA 3' Adapter	Illumina Small RNA 5' Adapter	Nextera Transposase Sequence	SOLID Small RNA Adapter
1	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0	0.0
4	0.0	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	0.0
6	0.0	0.0	0.0	0.0	0.0
7	0.0	0.0	0.0	0.0	0.0
8	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0
10-14	0.0	0.0	0.0	0.0	0.0
15-19	0.0	0.0	0.0	0.0	0.0
20-24	0.0	0.0	0.0	0.0	0.0
25-29	0.0	0.0	0.0	0.0	0.0
30-34	0.0	0.0	0.0	0.0	0.0
35-39	0.0	0.0	0.0	0.0	0.0
40-44	0.0	0.0	0.0	0.0	0.0
45-49	0.0	0.0	0.0	0.0	0.0
50-54	0.0	0.0	0.0	0.006996921354603974	0.0
55-59	0.0	0.0	0.0	0.020990764063811923	0.0
60-64	0.0	0.0	0.0	0.027987685418415897	0.0
65-69	0.0	0.0	0.0	0.029387069689336694	0.0
70-74	0.0	0.0	0.0	0.03498460677301987	0.0
75-79	0.0	0.0	0.0	0.041981528127623846	0.0
80-84	0.0	0.0	0.0	0.041981528127623846	0.0
85-89	0.0	0.0	0.0	0.041981528127623846	0.0
90-94	0.0	0.0	0.0	0.057374755107752584	0.0
95-99	0.0	0.0	0.0	0.06297229219143577	0.0
100-104	0.0	0.0	0.0	0.06297229219143577	0.0
105-109	0.0	0.0	0.0	0.06717044500419815	0.0
110-114	0.0	0.0	0.0	0.07696613490064372	0.0
115-119	0.0	0.0	0.0	0.07696613490064372	0.0
120-124	0.0	0.0	0.0	0.0797649034424853	0.0
125-129	0.0	0.0	0.0	0.08396305625524769	0.0
130-134	0.0	0.0	0.0	0.08816120906801006	0.0
135-139	0.0	0.0	0.0	0.09095997760985167	0.0
140-144	0.0	0.0	0.0	0.09095997760985167	0.0
145-149	0.0	0.0	0.0	0.09095997760985167	0.0
150-154	0.0	0.0	0.0	0.09095997760985167	0.0
155-159	0.0	0.0	0.0	0.09795689896445564	0.0
160-164	0.0	0.0	0.0	0.09935628323537644	0.0
165-169	0.0	0.0	0.0	0.10495382031905962	0.0
170-174	0.0	0.0	0.0	0.10495382031905962	0.0
175-179	0.0	0.0	0.0	0.10495382031905962	0.0
180-184	0.0	0.0	0.0	0.10495382031905962	0.0
185-189	0.0	0.0	0.0	0.10495382031905962	0.0
190-194	0.0	0.0	0.0	0.10495382031905962	0.0
195-199	0.0	0.0	0.0	0.10495382031905962	0.0
200-204	0.0	0.0	0.0	0.10495382031905962	0.0
205-209	0.0	0.0	0.0	0.10495382031905962	0.0
210-214	0.0	0.0	0.0	0.10495382031905962	0.0
215-219	0.0	0.0	0.0	0.11894766302826756	0.0
220-224	0.0	0.0	0.0	0.11894766302826756	0.0
225-229	0.0	0.0	0.0	0.11894766302826756	0.0
230-234	0.0	0.0	0.0	0.12594458438287154	0.0
235-239	0.0	0.0	0.0	0.12594458438287154	0.0
240	0.0	0.0	0.0	0.12594458438287154	0.0
>>END_MODULE
